,,a,u,c,n,h,o,s,l,q,r,k,e,z,v,t,x,d,f,w,y,i,b,j,g,m,p
t,b,13.2,4.2,2.2,0.2,0.2,1.2,0.2,0.2,0.2,8.2,0.2,24.2,0.2,1.2,2.2,0.2,0.2,0.2,0.2,2.2,4.2,0.2,0.2,0.2,0.2,0.2
t,j,3.2,25.2,0.2,0.2,0.2,5.2,0.2,0.2,1.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
t,g,2.2,1.2,0.2,0.2,0.2,6.2,0.2,0.2,0.2,3.2,0.2,1.2,0.2,0.2,23.2,0.2,0.2,0.2,0.2,2.2,5.2,0.2,0.2,0.2,0.2,1.2
t,m,35.2,2.2,0.2,0.2,1.2,11.2,0.2,0.2,0.2,1.2,0.2,14.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,7.2,2.2,0.2,0.2,0.2,0.2,1.2
t,p,8.2,0.2,0.2,0.2,3.2,13.2,57.2,41.2,0.2,3.2,0.2,3.2,0.2,0.2,290.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2
x,a,0.2,1.2,2.2,0.2,2.2,0.2,2.2,1.2,0.2,2.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
x,u,0.2,0.2,0.2,0.2,1.2,1.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
x,c,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,4.2,0.2,1.2,1.2,0.2,3.2
x,n,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,2.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
x,h,2.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,3.2,0.2,2.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2
x,o,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
x,s,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2
x,l,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
x,q,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
x,r,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2
x,k,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
x,e,1.2,0.2,1.2,2.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,2.2,0.2
x,z,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
x,v,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
x,t,0.2,0.2,0.2,0.2,2.2,0.2,1.2,1.2,1.2,2.2,0.2,2.2,0.2,1.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
x,x,2.2,0.2,0.2,1.2,2.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,8.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
x,d,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2
x,f,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
x,w,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,1.2,0.2,0.2,0.2
x,y,1.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
x,i,1.2,0.2,0.2,2.2,2.2,0.2,2.2,1.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
x,b,0.2,2.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
x,j,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
x,g,0.2,0.2,0.2,0.2,0.2,4.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
x,m,0.2,1.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2
x,p,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,7.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
d,a,6.2,2.2,5.2,21.2,4.2,0.2,5.2,9.2,4.2,17.2,0.2,1.2,1.2,2.2,5.2,0.2,11.2,3.2,4.2,128.2,2.2,5.2,0.2,7.2,6.2,12.2
d,u,1.2,0.2,4.2,1.2,0.2,0.2,3.2,1.2,0.2,2.2,2.2,1.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
d,c,4.2,5.2,0.2,1.2,3.2,4.2,1.2,2.2,0.2,3.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
d,n,3.2,0.2,0.2,0.2,0.2,5.2,0.2,0.2,1.2,0.2,0.2,5.2,0.2,0.2,8.2,0.2,0.2,0.2,0.2,0.2,9.2,0.2,0.2,0.2,0.2,0.2
d,h,9.2,1.2,0.2,0.2,0.2,3.2,1.2,0.2,0.2,0.2,0.2,6.2,0.2,0.2,17.2,0.2,0.2,0.2,0.2,0.2,4.2,0.2,0.2,1.2,0.2,0.2
d,o,4.2,6.2,3.2,50.2,4.2,3.2,18.2,3.2,0.2,9.2,2.2,10.2,1.2,2.2,3.2,0.2,0.2,12.2,13.2,7.2,6.2,3.2,0.2,2.2,23.2,1.2
d,s,6.2,3.2,1.2,1.2,5.2,5.2,1.2,0.2,0.2,1.2,0.2,7.2,0.2,0.2,10.2,0.2,1.2,3.2,1.2,0.2,3.2,4.2,0.2,0.2,0.2,3.2
d,l,3.2,7.2,0.2,0.2,0.2,4.2,0.2,0.2,0.2,0.2,0.2,8.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.2,0.2,1.2,0.2,1.2,0.2
d,q,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2
d,r,13.2,2.2,1.2,1.2,0.2,9.2,0.2,0.2,0.2,0.2,0.2,27.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,2.2,8.2,1.2,0.2,0.2,1.2,0.2
d,k,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
d,e,10.2,2.2,4.2,16.2,3.2,8.2,17.2,22.2,0.2,20.2,0.2,5.2,0.2,6.2,1.2,1.2,7.2,5.2,6.2,1.2,8.2,6.2,0.2,6.2,13.2,12.2
d,z,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,2.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,1.2,0.2
d,v,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,1.2,0.2
d,t,3.2,0.2,0.2,0.2,33.2,22.2,1.2,0.2,0.2,4.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2
d,x,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
d,d,8.2,1.2,0.2,0.2,2.2,1.2,0.2,1.2,0.2,3.2,0.2,5.2,0.2,2.2,0.2,0.2,15.2,0.2,0.2,1.2,7.2,0.2,1.2,1.2,2.2,0.2
d,f,4.2,1.2,1.2,0.2,0.2,3.2,0.2,2.2,0.2,3.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2
d,w,1.2,0.2,0.2,0.2,7.2,1.2,1.2,0.2,0.2,0.2,0.2,8.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,6.2,0.2,0.2,0.2,0.2,0.2
d,y,1.2,0.2,2.2,1.2,3.2,10.2,2.2,0.2,1.2,0.2,2.2,1.2,0.2,0.2,5.2,0.2,0.2,7.2,1.2,0.2,3.2,4.2,0.2,3.2,0.2,1.2
d,i,10.2,1.2,9.2,20.2,3.2,3.2,21.2,5.2,0.2,1.2,1.2,25.2,0.2,3.2,13.2,0.2,24.2,6.2,3.2,0.2,1.2,1.2,1.2,4.2,6.2,0.2
d,b,6.2,3.2,0.2,0.2,1.2,4.2,1.2,1.2,0.2,0.2,0.2,6.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,4.2,2.2,0.2,1.2,0.2,1.2,0.2
d,j,0.2,5.2,3.2,0.2,1.2,4.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
d,g,0.2,0.2,0.2,0.2,1.2,4.2,0.2,0.2,2.2,1.2,0.2,5.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2
d,m,6.2,2.2,0.2,0.2,0.2,8.2,1.2,0.2,0.2,0.2,1.2,8.2,0.2,3.2,0.2,0.2,0.2,0.2,1.2,1.2,2.2,0.2,0.2,0.2,0.2,1.2
d,p,2.2,1.2,1.2,0.2,0.2,2.2,0.2,2.2,0.2,2.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
f,a,0.2,1.2,13.2,7.2,1.2,1.2,3.2,9.2,0.2,12.2,2.2,0.2,0.2,2.2,0.2,0.2,2.2,0.2,0.2,1.2,10.2,2.2,0.2,0.2,12.2,2.2
f,u,0.2,1.2,16.2,10.2,0.2,0.2,1.2,19.2,0.2,1.2,2.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
f,c,1.2,0.2,0.2,0.2,1.2,3.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,1.2,1.2
f,n,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2
f,h,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,1.2,1.2,0.2,3.2,0.2,0.2,0.2,0.2,0.2,1.2,33.2,1.2,0.2,0.2,0.2
f,o,1.2,6.2,0.2,6.2,0.2,17.2,4.2,64.2,0.2,115.2,0.2,0.2,0.2,0.2,1.2,2.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
f,s,2.2,3.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,1.2,1.2
f,l,3.2,1.2,1.2,0.2,0.2,5.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,3.2,2.2,0.2,0.2,0.2,0.2,0.2
f,q,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2
f,r,7.2,5.2,0.2,1.2,0.2,32.2,0.2,0.2,0.2,0.2,0.2,10.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,20.2,0.2,0.2,0.2,0.2,0.2
f,k,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2
f,e,2.2,1.2,8.2,1.2,0.2,2.2,3.2,3.2,1.2,8.2,0.2,24.2,0.2,2.2,1.2,0.2,2.2,0.2,1.2,0.2,6.2,1.2,0.2,0.2,2.2,0.2
f,z,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2
f,v,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
f,t,2.2,0.2,0.2,0.2,30.2,2.2,1.2,0.2,0.2,1.2,0.2,10.2,0.2,0.2,2.2,0.2,1.2,0.2,1.2,0.2,1.2,1.2,1.2,0.2,0.2,0.2
f,x,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
f,d,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,3.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,1.2,1.2,0.2,1.2
f,f,6.2,0.2,0.2,0.2,1.2,5.2,0.2,2.2,1.2,0.2,0.2,8.2,0.2,0.2,3.2,0.2,4.2,0.2,0.2,0.2,11.2,0.2,0.2,0.2,0.2,0.2
f,w,2.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,2.2,1.2
f,y,0.2,1.2,0.2,0.2,0.2,16.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2
f,i,0.2,0.2,18.2,19.2,0.2,0.2,3.2,4.2,0.2,14.2,0.2,6.2,1.2,0.2,10.2,2.2,0.2,1.2,2.2,1.2,0.2,1.2,1.2,5.2,0.2,0.2
f,b,3.2,1.2,1.2,0.2,1.2,1.2,0.2,3.2,0.2,0.2,0.2,6.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2
f,j,0.2,37.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
f,g,0.2,0.2,0.2,1.2,0.2,1.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
f,m,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,6.2,0.2,0.2,0.2,0.2,0.2,1.2
f,p,1.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,1.2,0.2,3.2,0.2,1.2,2.2,0.2,0.2,0.2,1.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2
w,a,0.2,0.2,0.2,29.2,2.2,1.2,39.2,12.2,0.2,12.2,3.2,0.2,0.2,2.2,12.2,0.2,0.2,1.2,0.2,26.2,15.2,2.2,0.2,2.2,2.2,0.2
w,u,0.2,0.2,0.2,2.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2
w,c,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
w,n,4.2,0.2,0.2,1.2,1.2,2.2,2.2,1.2,0.2,1.2,0.2,3.2,1.2,0.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,1.2,1.2,0.2
w,h,52.2,1.2,0.2,0.2,0.2,13.2,0.2,0.2,0.2,0.2,0.2,37.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.2,8.2,0.2,0.2,1.2,0.2,0.2
w,o,0.2,10.2,0.2,6.2,0.2,5.2,0.2,1.2,0.2,44.2,2.2,1.2,0.2,0.2,2.2,0.2,0.2,3.2,1.2,0.2,0.2,0.2,0.2,0.2,6.2,1.2
w,s,1.2,0.2,1.2,0.2,3.2,4.2,0.2,0.2,1.2,0.2,1.2,2.2,0.2,0.2,5.2,0.2,0.2,3.2,1.2,2.2,1.2,1.2,1.2,1.2,0.2,1.2
w,l,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,1.2,0.2,0.2,0.2
w,q,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
w,r,1.2,0.2,0.2,1.2,0.2,7.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
w,k,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
w,e,14.2,0.2,2.2,3.2,3.2,0.2,14.2,14.2,0.2,37.2,1.2,28.2,0.2,3.2,0.2,0.2,12.2,2.2,3.2,0.2,2.2,2.2,0.2,1.2,3.2,1.2
w,z,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,2.2,1.2
w,v,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,0.2,0.2
w,t,0.2,0.2,0.2,0.2,11.2,2.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2
w,x,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
w,d,0.2,1.2,0.2,0.2,0.2,4.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2
w,f,1.2,0.2,0.2,0.2,33.2,2.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,3.2
w,w,2.2,1.2,0.2,0.2,15.2,3.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,9.2,0.2,2.2,1.2,0.2,0.2,3.2,0.2
w,y,0.2,0.2,0.2,0.2,0.2,7.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
w,i,0.2,0.2,1.2,24.2,1.2,0.2,15.2,57.2,0.2,1.2,0.2,0.2,0.2,1.2,84.2,0.2,2.2,2.2,1.2,0.2,0.2,0.2,2.2,1.2,6.2,0.2
w,b,8.2,4.2,0.2,0.2,0.2,4.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2
w,j,0.2,3.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
w,g,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
w,m,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,42.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,2.2,1.2,0.2,1.2,1.2,0.2,0.2
w,p,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2
y,a,6.2,0.2,1.2,6.2,4.2,0.2,5.2,4.2,1.2,4.2,1.2,0.2,0.2,0.2,8.2,0.2,4.2,3.2,1.2,1.2,3.2,1.2,1.2,6.2,4.2,6.2
y,u,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
y,c,4.2,0.2,0.2,0.2,4.2,7.2,0.2,9.2,0.2,3.2,0.2,3.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,1.2
y,n,7.2,0.2,2.2,0.2,0.2,5.2,0.2,0.2,0.2,0.2,0.2,5.2,1.2,0.2,0.2,0.2,2.2,1.2,1.2,0.2,7.2,0.2,0.2,1.2,3.2,0.2
y,h,12.2,3.2,0.2,0.2,0.2,8.2,0.2,0.2,0.2,0.2,0.2,10.2,1.2,0.2,14.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
y,o,0.2,313.2,0.2,18.2,0.2,1.2,0.2,5.2,0.2,2.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,5.2,2.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
y,s,18.2,0.2,2.2,2.2,8.2,8.2,3.2,6.2,0.2,2.2,0.2,4.2,0.2,0.2,15.2,1.2,1.2,1.2,1.2,2.2,12.2,3.2,1.2,2.2,3.2,5.2
y,l,2.2,1.2,1.2,0.2,0.2,19.2,0.2,0.2,0.2,0.2,0.2,10.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.2,0.2,0.2,1.2,0.2,0.2
y,q,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
y,r,1.2,2.2,0.2,0.2,0.2,2.2,2.2,1.2,0.2,0.2,2.2,15.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,1.2,1.2,1.2,0.2,0.2,0.2,0.2
y,k,0.2,1.2,0.2,5.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,4.2,0.2,0.2,0.2,0.2,0.2
y,e,17.2,1.2,0.2,3.2,0.2,0.2,12.2,1.2,0.2,2.2,0.2,2.2,0.2,4.2,1.2,0.2,3.2,0.2,0.2,4.2,0.2,0.2,1.2,0.2,1.2,2.2
y,z,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,2.2,0.2,1.2,0.2
y,v,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
y,t,3.2,3.2,0.2,0.2,45.2,21.2,0.2,0.2,0.2,5.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2,0.2,7.2,0.2,0.2,0.2,1.2,0.2
y,x,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2
y,d,8.2,1.2,2.2,0.2,1.2,5.2,0.2,0.2,0.2,3.2,1.2,7.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,4.2,0.2,0.2,0.2,0.2,0.2
y,f,5.2,0.2,0.2,1.2,0.2,17.2,0.2,0.2,0.2,10.2,0.2,2.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,4.2,1.2,0.2,1.2,0.2,0.2
y,w,2.2,0.2,0.2,0.2,5.2,2.2,0.2,0.2,0.2,0.2,1.2,14.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2,0.2,0.2,0.2,0.2,0.2
y,y,0.2,0.2,0.2,0.2,2.2,8.2,2.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.2,0.2,2.2,1.2,0.2,0.2,0.2
